Coefficient,2.1899999999999999
Nodes,36
Diameter,3
Giant Cluster Density,0.7222222222222222
% Nodes in Giant Cluster,0.7777777777777778
Mode Value,3.7851060218099999
Mode Name,5

Name,Value,Degree
0,2.8949136640099997,23
1,2.6937351682999999,21
2,5.7809743611500002,14
3,2.5474327909599999,19
4,19.174001253299998,0
5,3.7851060218099999,26
6,2.7431105831200004,22
7,3.8872540580400003,26
8,2.1701781677600001,17
9,4.8469245792699995,19
10,11.144034533199999,5
11,10.213883429800001,4
12,2.5184373453599997,18
13,3.4275055077399998,25
14,4.9032442489800001,17
15,14.092095620699999,1
16,4.7204660284400006,20
17,2.6875846911400001,21
18,4.743788103,19
19,2.2301221606200001,17
20,11.264115531300002,5
21,6.2843455054900001,9
22,5.0084333757600001,16
23,1.9559817337000001,17
24,2.4657672492099998,17
25,3.7480160854100002,26
26,5.5416935148800004,15
27,4.6973758001199997,21
28,9.1464241248700002,4
29,10.0438283688,4
30,2.1527042348799998,17
31,5.0883483361200001,15
32,12.855873577400001,3
33,3.70808207931,26
34,2.3105072548000001,17
35,4.0524889052299997,26
