Coefficient,1.55
Nodes,52
Diameter,5
Giant Cluster Density,0.6718367346938776
% Nodes in Giant Cluster,0.9615384615384616
Mode Value,3.4451867200000001
Mode Name,26

Name,Value,Degree
0,1.9798196990000001,35
1,2.1793712159999998,37
2,2.1564832759999999,37
3,2.5380291169999998,39
4,1.6506389459999999,26
5,3.2908475080000001,40
6,2.805463692,39
7,3.060225907,41
8,1.9870348469999999,35
9,3.6157506549999998,40
10,4.6042131880000001,20
11,2.9954028669999997,40
12,3.2663970910000004,40
13,3.310455143,41
14,2.4664643280000003,38
15,8.4202107949999991,3
16,3.5445996330000002,40
17,2.8137608219999999,39
18,3.2597084960000005,40
19,2.634189412,39
20,2.6971961189999996,39
21,2.861765718,40
22,2.6924005710000003,39
23,4.8458282519999996,12
24,2.5176412560000001,39
25,2.8917990210000002,40
26,3.4451867200000001,42
27,2.8438885150000002,40
28,2.9646537339999997,40
29,4.0148820829999998,36
30,2.3157736280000001,37
31,2.3229906540000003,37
32,3.2109795069999998,40
33,3.3714633660000004,41
34,3.073038682,41
35,4.3870145869999995,26
36,3.5063151230000003,42
37,3.0407606819999997,40
38,2.7559902210000002,39
39,7.4728655060000007,4
40,2.7684267970000001,39
41,2.4870933559999999,38
42,3.113434931,41
43,3.2943135369999998,40
44,5.8703625720000003,7
45,4.048144218,34
46,6.5924004050000002,4
47,7.2000786059999999,5
48,10.547290780000001,1
49,4.9527849829999999,10
50,7.0852603710000004,5
51,10.65266536,1
