Coefficient,0.77000000000000002
Nodes,52
Diameter,6
Giant Cluster Density,0.5761099365750528
% Nodes in Giant Cluster,0.8461538461538461
Mode Value,2.861765718
Mode Name,21

Name,Value,Degree
0,1.9798196990000001,13
1,2.1793712159999998,20
2,2.1564832759999999,20
3,2.5380291169999998,30
4,1.6506389459999999,6
5,3.2908475080000001,29
6,2.805463692,33
7,3.060225907,32
8,1.9870348469999999,14
9,3.6157506549999998,20
10,4.6042131880000001,5
11,2.9954028669999997,32
12,3.2663970910000004,29
13,3.310455143,28
14,2.4664643280000003,26
15,8.4202107949999991,0
16,3.5445996330000002,23
17,2.8137608219999999,33
18,3.2597084960000005,29
19,2.634189412,32
20,2.6971961189999996,33
21,2.861765718,34
22,2.6924005710000003,33
23,4.8458282519999996,3
24,2.5176412560000001,28
25,2.8917990210000002,34
26,3.4451867200000001,27
27,2.8438885150000002,33
28,2.9646537339999997,32
29,4.0148820829999998,13
30,2.3157736280000001,25
31,2.3229906540000003,25
32,3.2109795069999998,30
33,3.3714633660000004,28
34,3.073038682,32
35,4.3870145869999995,5
36,3.5063151230000003,25
37,3.0407606819999997,32
38,2.7559902210000002,33
39,7.4728655060000007,2
40,2.7684267970000001,32
41,2.4870933559999999,26
42,3.113434931,30
43,3.2943135369999998,29
44,5.8703625720000003,1
45,4.048144218,11
46,6.5924004050000002,3
47,7.2000786059999999,3
48,10.547290780000001,1
49,4.9527849829999999,3
50,7.0852603710000004,3
51,10.65266536,1
