Coefficient,1.4099999999999999
Nodes,74
Diameter,5
Giant Cluster Density,0.6627766599597585
% Nodes in Giant Cluster,0.9594594594594594
Mode Value,2.5853457770700001
Mode Name,42

Name,Value,Degree
0,3.0088832978200002,56
1,2.49079952631,56
2,3.4933496969599998,53
3,2.8080054828300001,56
4,3.0931646002300002,57
5,2.7723216889099995,56
6,2.0773735782799996,54
7,2.8297413077,56
8,5.8956513645500008,7
9,2.6252248871099999,57
10,1.7712733345700002,46
11,2.4570004098099996,56
12,2.6316529581200001,57
13,2.4345519414900001,56
14,3.6340083014399998,51
15,2.7623497567000004,56
16,3.9124096446599994,43
17,3.9247984049599998,43
18,3.2392414273000001,56
19,3.0685256115200001,57
20,3.3962956554900003,55
21,3.21906804302,56
22,2.3161275402100001,56
23,2.6703709762300001,57
24,2.8500782417000003,56
25,7.3067942082200004,3
26,4.3673164171399996,22
27,2.2845024036599999,56
28,11.4611846728,0
29,1.8558831402400002,50
30,3.20258168323,56
31,6.4284969148300002,7
32,2.2072281648299996,55
33,1.9912243312200002,54
34,1.9483236511099997,50
35,2.82375641911,56
36,1.47057026092,40
37,3.3675942459799999,55
38,2.3273176674,56
39,2.1477885690299998,55
40,3.2545866932300003,56
41,4.4659404925599997,20
42,2.5853457770700001,58
43,2.7522390037400002,56
44,2.8152437131100001,56
45,9.4394616352999989,1
46,2.7170639138400001,57
47,2.5926564242400003,57
48,2.7002407089099996,57
49,2.6263084354099999,57
50,2.8839328446499999,55
51,2.9402254267600001,55
52,5.06731127813,10
53,2.5835900684999999,58
54,2.8054833376900001,56
55,2.1478851244200001,55
56,9.5233005451999997,1
57,1.1818965316399999,23
58,3.3992691744200001,55
59,7.6457415435699998,3
60,3.3896782535300001,55
61,2.2526024145099997,56
62,1.32261969225,30
63,2.7631256767100001,56
64,2.5154067171900003,58
65,4.7566344652400003,15
66,4.9585951141100004,10
67,2.2228367970299998,55
68,2.4902262841199998,56
69,2.9783299690200002,56
70,5.0392770416800001,11
71,5.3678511316800002,8
72,2.2740448455900002,56
73,7.2563106804499995,4
