Coefficient,4.0999999999999996
Nodes,47
Diameter,4
Giant Cluster Density,0.6067632850241546
% Nodes in Giant Cluster,0.9787234042553191
Mode Value,5.3158562054100003
Mode Name,5

Name,Value,Degree
0,3.1378289940599995,32
1,8.6351789170700002,17
2,2.6950048259099995,32
3,15.496228633699999,3
4,3.0610176044700004,32
5,5.3158562054100003,39
6,3.6282271510199999,33
7,6.6999262322200002,35
8,7.649845140830001,22
9,10.674174215100001,10
10,4.3518233087900002,33
11,8.7657904807999998,17
12,15.9314828075,3
13,3.18430939967,32
14,5.506660212309999,39
15,2.63549745591,32
16,11.238816690999998,9
17,16.433662217999998,3
18,1.9555144214500002,29
19,6.4339386431100003,36
20,12.4094399822,11
21,2.7673638648200001,32
22,9.0799486957300015,16
23,5.0292701739999996,39
24,2.9922789612299998,32
25,8.5070720882900002,17
26,1.9810567068599998,29
27,2.2526555523800003,29
28,8.9604815794100006,16
29,6.4265098639799998,36
30,3.56822791489,33
31,2.7678719726599996,32
32,2.36382014413,31
33,2.9464235566100001,32
34,2.3472560494099999,31
35,8.6435699706199998,17
36,4.6716632227800003,37
37,3.9739931168699996,33
38,3.3901732144399999,32
39,3.4088490880699998,32
40,3.1666228233999996,32
41,3.76572491751,33
42,4.09788897423,33
43,20.841514745400001,0
44,2.9095712754400003,32
45,2.80380623903,32
46,5.5350228965800001,39
