Coefficient,0.81999999999999995
Nodes,47
Diameter,5
Giant Cluster Density,0.46436781609195404
% Nodes in Giant Cluster,0.6382978723404256
Mode Value,3.0610176044700004
Mode Name,4

Name,Value,Degree
0,3.1378289940599995,18
1,8.6351789170700002,5
2,2.6950048259099995,18
3,15.496228633699999,1
4,3.0610176044700004,19
5,5.3158562054100003,4
6,3.6282271510199999,14
7,6.6999262322200002,2
8,7.649845140830001,0
9,10.674174215100001,1
10,4.3518233087900002,7
11,8.7657904807999998,5
12,15.9314828075,2
13,3.18430939967,17
14,5.506660212309999,3
15,2.63549745591,18
16,11.238816690999998,1
17,16.433662217999998,1
18,1.9555144214500002,8
19,6.4339386431100003,2
20,12.4094399822,0
21,2.7673638648200001,19
22,9.0799486957300015,5
23,5.0292701739999996,5
24,2.9922789612299998,19
25,8.5070720882900002,5
26,1.9810567068599998,8
27,2.2526555523800003,13
28,8.9604815794100006,5
29,6.4265098639799998,2
30,3.56822791489,17
31,2.7678719726599996,19
32,2.36382014413,15
33,2.9464235566100001,19
34,2.3472560494099999,15
35,8.6435699706199998,5
36,4.6716632227800003,5
37,3.9739931168699996,10
38,3.3901732144399999,18
39,3.4088490880699998,18
40,3.1666228233999996,19
41,3.76572491751,13
42,4.09788897423,8
43,20.841514745400001,0
44,2.9095712754400003,18
45,2.80380623903,17
46,5.5350228965800001,3
