Coefficient,0.98999999999999999
Nodes,89
Diameter,5
Giant Cluster Density,0.5612767238783498
% Nodes in Giant Cluster,0.9213483146067416
Mode Value,2.7494524910000004
Mode Name,10

Name,Value,Degree
0,2.1072839880000003,50
1,2.136646056,50
2,5.3906659110000001,8
3,2.7956282410000002,59
4,2.4478072690000001,57
5,1.3210823999999999,18
6,2.5783464249999999,59
7,9.2561427270000003,3
8,4.0039869450000003,30
9,1.219117711,14
10,2.7494524910000004,61
11,2.2228367969999998,49
12,4.9122914340000001,13
13,2.6590087339999999,59
14,3.7216741180000001,43
15,1.852093575,44
16,3.0493792439999998,59
17,1.1896898419999999,14
18,2.7891410649999999,60
19,2.4870192929999999,57
20,3.0938551839999997,60
21,3.1786223179999999,55
22,3.8008959769999997,32
23,2.5959948069999998,60
24,3.0788610839999997,60
25,2.7829831450000002,60
26,3.3654532349999999,50
27,3.6511179880000002,43
28,2.7410504610000004,61
29,2.1442967190000002,50
30,4.9807397380000005,13
31,3.379536442,50
32,2.7208676719999998,60
33,2.564617428,59
34,4.5642578729999999,17
35,8.6122206729999995,4
36,2.4526855780000001,57
37,1.8043045709999999,42
38,3.25349003,54
39,4.0489949479999998,29
40,2.108242304,50
41,2.8341421610000004,59
42,3.436009415,51
43,2.306503454,53
44,4.3555358719999999,21
45,1.83575099,43
46,2.38707271,54
47,2.656962219,59
48,2.8690238669999997,59
49,1.6392646819999999,28
50,2.309179662,53
51,3.2246277180000003,54
52,4.0015862980000003,30
53,3.5781633310000003,46
54,3.8344205699999998,31
55,9.0798482889999992,3
56,2.7485792069999997,61
57,4.5859930709999999,16
58,4.6969161100000001,15
59,2.9755831700000002,58
60,2.520779825,58
61,2.1468144169999999,50
62,4.5268786350000001,17
63,2.7584094410000004,60
64,4.3772426600000003,20
65,2.7691764710000002,60
66,5.7540694670000008,4
67,3.2178510060000001,54
68,3.3103622869999998,51
69,3.5129064460000001,46
70,5.0661071770000001,10
71,1.9411975400000001,45
72,2.7456735069999998,61
73,2.2816163349999998,52
74,1.7616388359999999,36
75,2.499730338,58
76,9.3698876939999991,3
77,3.3891045980000003,51
78,2.3315841480000001,53
79,3.4786718369999998,48
80,7.3068924629999996,2
81,2.6302184340000001,59
82,7.2240253939999999,2
83,2.024802121,47
84,2.7574782180000001,60
85,2.7588986089999996,60
86,2.9379519039999997,58
87,3.2812461330000002,53
88,7.6424309529999999,3
