Coefficient,Nodes,Links,Diameter,Density,Average Path Length,Mode,Giant Cluster Density,% Nodes in Giant
0.14000000000000001,89,301,20,0.07686414708886619,5.7774070543374645,2.6590087339999999,0.13701923076923078,0.7303370786516854
0.28000000000000003,89,583,10,0.14887640449438203,3.065489013356312,2.5783464249999999,0.2458296751536435,0.7640449438202247
0.42999999999999999,89,881,13,0.22497446373850868,3.212804328223625,2.4478072690000001,0.2634748569707919,0.9213483146067416
0.56999999999999995,89,1167,10,0.29800817160367726,2.4735735735735735,2.6590087339999999,0.349292381812707,0.9213483146067416
0.70999999999999996,89,1434,7,0.36618998978549544,2.0783783783783782,2.7956282410000002,0.4293887383318278,0.9213483146067416
0.84999999999999998,89,1657,6,0.4231358529111338,1.839039039039039,2.5959948069999998,0.49623607347184584,0.9213483146067416
0.98999999999999999,89,1874,5,0.4785495403472932,1.646918013165769,2.7494524910000004,0.5612767238783498,0.9213483146067416
1.1299999999999999,89,2054,5,0.524514811031665,1.5173548773189707,2.7494524910000004,0.6154772658837699,0.9213483146067416
1.28,89,2233,4,0.5702247191011236,1.4102333931777378,2.7956282410000002,0.6693766937669376,0.9213483146067416
1.4199999999999999,89,2375,4,0.6064862104187947,1.3327348892878517,3.1786223179999999,0.7115326708822644,0.9213483146067416
