Coefficient,0.14000000000000001
Nodes,89
Diameter,20
Giant Cluster Density,0.13701923076923078
% Nodes in Giant Cluster,0.7303370786516854
Mode Value,2.6590087339999999
Mode Name,13

Name,Value,Degree
0,2.1072839880000003,6
1,2.136646056,6
2,5.3906659110000001,0
3,2.7956282410000002,15
4,2.4478072690000001,9
5,1.3210823999999999,2
6,2.5783464249999999,10
7,9.2561427270000003,1
8,4.0039869450000003,2
9,1.219117711,2
10,2.7494524910000004,16
11,2.2228367969999998,9
12,4.9122914340000001,1
13,2.6590087339999999,18
14,3.7216741180000001,3
15,1.852093575,4
16,3.0493792439999998,5
17,1.1896898419999999,2
18,2.7891410649999999,15
19,2.4870192929999999,8
20,3.0938551839999997,6
21,3.1786223179999999,8
22,3.8008959769999997,2
23,2.5959948069999998,9
24,3.0788610839999997,5
25,2.7829831450000002,15
26,3.3654532349999999,7
27,3.6511179880000002,3
28,2.7410504610000004,16
29,2.1442967190000002,7
30,4.9807397380000005,2
31,3.379536442,8
32,2.7208676719999998,16
33,2.564617428,10
34,4.5642578729999999,3
35,8.6122206729999995,0
36,2.4526855780000001,8
37,1.8043045709999999,4
38,3.25349003,8
39,4.0489949479999998,2
40,2.108242304,6
41,2.8341421610000004,14
42,3.436009415,6
43,2.306503454,5
44,4.3555358719999999,1
45,1.83575099,4
46,2.38707271,9
47,2.656962219,18
48,2.8690238669999997,14
49,1.6392646819999999,1
50,2.309179662,6
51,3.2246277180000003,6
52,4.0015862980000003,2
53,3.5781633310000003,3
54,3.8344205699999998,2
55,9.0798482889999992,0
56,2.7485792069999997,16
57,4.5859930709999999,3
58,4.6969161100000001,2
59,2.9755831700000002,5
60,2.520779825,11
61,2.1468144169999999,7
62,4.5268786350000001,2
63,2.7584094410000004,16
64,4.3772426600000003,1
65,2.7691764710000002,16
66,5.7540694670000008,0
67,3.2178510060000001,7
68,3.3103622869999998,9
69,3.5129064460000001,6
70,5.0661071770000001,1
71,1.9411975400000001,4
72,2.7456735069999998,16
73,2.2816163349999998,7
74,1.7616388359999999,4
75,2.499730338,9
76,9.3698876939999991,1
77,3.3891045980000003,8
78,2.3315841480000001,7
79,3.4786718369999998,6
80,7.3068924629999996,1
81,2.6302184340000001,16
82,7.2240253939999999,1
83,2.024802121,6
84,2.7574782180000001,16
85,2.7588986089999996,16
86,2.9379519039999997,4
87,3.2812461330000002,8
88,7.6424309529999999,0
